datetime,SURF_TEMP_C,SURF_SAL_PSU
2018-07-31,23.049999999999997,33.835
2018-08-07,24.557142857142857,33.89
2018-08-14,25.357142857142858,33.92
2018-08-21,25.62857142857143,33.88142857142857
2018-08-28,23.71666666666667,33.85333333333333
2018-09-04,24.483333333333334,33.89666666666667
2018-09-11,23.7,33.87
2018-09-18,22.78,33.916
2018-09-25,22.5,33.844
2018-10-02,21.583333333333332,33.781666666666666
2018-10-09,20.74285714285714,33.76
2018-10-16,19.28,33.642
2018-10-23,19.3,33.6
2018-10-30,18.942857142857143,33.63857142857143
2018-11-06,19.457142857142856,33.70285714285715
2018-11-13,19.599999999999998,33.75
2018-11-20,19.5,33.742000000000004
2018-11-27,18.37142857142857,33.747142857142855
2018-12-04,18.580000000000002,33.738
2018-12-11,17.56,33.622
2018-12-18,17.233333333333334,33.666666666666664
2018-12-25,17.099999999999998,33.66
2019-01-01,16.966666666666665,33.70166666666667
2019-01-08,15.983333333333334,33.69
2019-01-15,15.416666666666666,33.711666666666666
2019-01-22,15.985714285714286,33.71857142857143
2019-01-29,16.099999999999998,33.65833333333333
2019-02-05,15.780000000000001,33.68
2019-02-12,15.9,33.595
2019-02-19,15.05,33.625
2019-02-26,14.940000000000001,33.462
2019-03-05,14.533333333333333,33.44833333333333
2019-03-12,14.899999999999999,33.54333333333333
2019-03-19,15.219999999999999,33.562
2019-03-26,16.240000000000002,33.544
2019-04-02,16.05,33.60166666666667
2019-04-09,16.740000000000002,33.628
2019-04-16,16.383333333333333,33.625
2019-04-23,16.759999999999998,33.660000000000004
2019-04-30,17.0,33.67666666666667
2019-05-07,18.55,33.699999999999996
2019-05-14,18.25714285714286,33.69571428571429
2019-05-21,18.400000000000002,33.675000000000004
2019-05-28,18.5,33.685
2019-06-04,17.833333333333332,33.656666666666666
2019-06-11,17.95,33.690000000000005
2019-06-18,18.32857142857143,33.71142857142857
2019-06-25,19.916666666666668,33.75666666666667
2019-07-02,19.8,33.7625
2019-07-09,19.12857142857143,33.72714285714286
2019-07-16,18.8,33.69857142857143
2019-07-23,21.185714285714287,33.77571428571429
2019-07-30,21.74285714285714,33.81428571428571
2019-08-06,23.014285714285712,33.79
2019-08-13,22.7,33.81285714285714
2019-08-20,21.366666666666664,33.755
2019-08-27,21.900000000000002,33.75285714285714
2019-09-03,20.52857142857143,33.69
2019-09-10,24.142857142857142,33.74
2019-09-17,24.857142857142858,33.78142857142858
2019-09-24,23.685714285714287,33.832857142857144
2019-10-01,22.04,33.754000000000005
2019-10-08,21.25714285714286,33.73142857142857
2019-10-15,20.666666666666668,33.75333333333334
2019-10-22,20.183333333333334,33.72
2019-10-29,18.857142857142858,33.67857142857143
2019-11-05,19.271428571428572,33.682857142857145
2019-11-12,18.883333333333333,33.70333333333333
2019-11-19,18.68,33.68
2019-11-26,17.785714285714285,33.64857142857143
2019-12-03,17.416666666666668,33.406666666666666
2019-12-10,16.68,33.534
2019-12-17,16.933333333333334,33.5
2019-12-24,16.474999999999998,33.535
2019-12-31,15.833333333333334,33.56333333333333
2020-01-07,15.333333333333334,33.375
2020-01-14,15.842857142857143,33.48571428571429
2020-01-21,15.957142857142857,33.55142857142857
2020-01-28,15.657142857142857,33.56142857142857
2020-02-04,15.84,33.546
2020-02-11,16.04285714285714,33.53857142857143
2020-02-18,15.185714285714285,33.55285714285714
2020-02-25,15.542857142857143,33.534285714285716
2020-03-03,15.971428571428572,33.53285714285715
2020-03-10,16.37142857142857,33.54857142857143
2020-03-17,16.557142857142857,33.565714285714286
2020-03-24,16.485714285714284,33.37428571428571
2020-03-31,16.080000000000002,33.382
2020-04-07,16.366666666666667,33.556666666666665
2020-04-14,15.571428571428571,33.54142857142857
2020-04-21,16.014285714285712,32.43571428571429
2020-04-28,16.82857142857143,33.19857142857143
2020-05-05,18.7,33.410000000000004
2020-05-12,19.885714285714283,33.56428571428571
2020-05-19,20.842857142857145,33.61142857142857
2020-05-26,20.428571428571427,33.69285714285714
2020-06-02,18.542857142857144,33.714285714285715
2020-06-09,17.8,33.68
2020-06-16,19.119999999999997,33.704
2020-06-23,20.733333333333334,33.66166666666667
